(R' F' B D' L') (D R2 L2 F),9
(R' F' B D' L') (D R2 L2 F'),9
B' U B' L (R) (F U B' D),9
B' U B' L (R) (F U B' D'),9
B' U B' L (R) (F' U B' D),9
B' U B' L (R) (F' U B' D'),9
B' U B' L' (R) (F U B' D),9
B' U B' L' (R) (F U B' D'),9
B' U B' L' (R) (F' U B' D),9
B' U B' L' (R) (F' U B' D'),9
D' F U L' B L (R' L2 U L),10
D' F U L' B L (R' L2 U L'),10
D' F U L' B L' (R' L2 U L'),10
D' F U L' B L' (R' L2 U L),10
D2 F U' R' L D' L2 B F U,10
D2 F U' R' L D' L2 B F U',10
D2 F U' R' L D' R2 B F D,10
D2 F U' R' L D' R2 B F D',10
(F R' U D2 B) U (R U R U),10
(F R' U D2 B) U (R U R U'),10
(F R' U D2 B) U' (R U R U'),10
(F R' U D2 B) U' (R U R U),10
(R' F' B D' L) (L2 D R2 L2 F),10
(R' F' B D' L) (L2 D R2 L2 F'),10
(R' F' B D' L') (D F2 R2 L2 F),10
(R' F' B D' L') (D F2 R2 L2 F'),10
(R' F' B D' L') (D B2 R2 L2 F),10
(R' F' B D' L') (D B2 R2 L2 F'),10
(F2 R B D' L') F' D B (U B),10
(F2 R B D' L') F' D B (U B'),10
(F2 R B D' L') F' D B' (U B'),10
(F2 R B D' L') F' D B' (U B),10
F L (U' R' L') B2 D (D' F2 U),10
F L (U' R' L') B2 D (D' F2 U'),10
F L (U' R' L') B2 D' (D' F2 U'),10
F L (U' R' L') B2 D' (D' F2 U),10
F L (U' R' L') B2 D (U' R2 D),10
F L (U' R' L') B2 D (U' R2 D'),10
F L (U' R' L') B2 D' (U' R2 D'),10
F L (U' R' L') B2 D' (U' R2 D),10
B' U B' L (R) (F U' F R2 F),10
B' U B' L (R) (F U' F R2 F'),10
B' U B' L (R) (F U' B U2 B),10
B' U B' L (R) (F U' B U2 B'),10
B' U B' L (R) (B2 F D B' U),10
B' U B' L (R) (B2 F D B' U'),10
B' U B' L (R) (B2 F' D B' U),10
B' U B' L (R) (B2 F' D B' U'),10
B' U B' L (R') (R2 F U B' D),10
B' U B' L (R') (R2 F U B' D'),10
B' U B' L (R') (R2 F' U B' D),10
B' U B' L (R') (R2 F' U B' D'),10
B' U B' L' (R') (R2 F U B' D),10
B' U B' L' (R') (R2 F U B' D'),10
B' U B' L' (R') (R2 F' U B' D),10
B' U B' L' (R') (R2 F' U B' D'),10
B' U B' L' (R) (F U' F R2 F),10
B' U B' L' (R) (F U' F R2 F'),10
B' U B' L' (R) (F U' B U2 B),10
B' U B' L' (R) (F U' B U2 B'),10
B' U B' L' (R) (B2 F D B' U),10
B' U B' L' (R) (B2 F D B' U'),10
B' U B' L' (R) (B2 F' D B' U),10
B' U B' L' (R) (B2 F' D B' U'),10
R U F' D (D) F' U2 R' F L,10
R U F' D (D) F' U2 R' F L',10
R U F' D (D') F' U2 R' F L,10
R U F' D (D') F' U2 R' F L',10
U B2 L (R) B2 U B' R2 D B' U,11
U B2 L (R) B2 U B' R2 D B' U',11
U B2 L (R) F' L2 B2 U' F U D,11
U B2 L (R) F' L2 B2 U' F U D',11
U B2 L (R) F' L2 B2 U' F U' D,11
U B2 L (R) F' L2 B2 U' F U' D',11
U B2 L (R) F' L2 B2 U' F' U D,11
U B2 L (R) F' L2 B2 U' F' U D',11
U B2 L (R) F' L2 B2 U' F' U' D,11
U B2 L (R) F' L2 B2 U' F' U' D',11
U B2 L (R) B' L2 F (B2 D B F),11
U B2 L (R) B' L2 F (B2 D B F'),11
U B2 L (R) B' L2 F' (B2 D B F'),11
U B2 L (R) B' L2 F' (B2 D B F),11
U B2 L (R) B' L2 F (B2 D' B F),11
U B2 L (R) B' L2 F (B2 D' B F'),11
U B2 L (R) B' L2 F' (B2 D' B F'),11
U B2 L (R) B' L2 F' (B2 D' B F),11
U B2 L (R) F' D2 B (B2 D B F),11
U B2 L (R) F' D2 B (B2 D B F'),11
U B2 L (R) F' D2 B' (B2 D B F'),11
U B2 L (R) F' D2 B' (B2 D B F),11
U B2 L (R) F' D2 B (B2 D' B F),11
U B2 L (R) F' D2 B (B2 D' B F'),11
U B2 L (R) F' D2 B' (B2 D' B F'),11
U B2 L (R) F' D2 B' (B2 D' B F),11
U B2 L (R) F' D2 F U D (B2 U),11
U B2 L (R) F' D2 F U D (B2 U'),11
U B2 L (R) F' D2 F U D' (B2 U'),11
U B2 L (R) F' D2 F U D' (B2 U),11
U B2 L (R) F' D2 F U' D (B2 U),11
U B2 L (R) F' D2 F U' D (B2 U'),11
U B2 L (R) F' D2 F U' D' (B2 U),11
U B2 L (R) F' D2 F U' D' (B2 U'),11
U B2 L (R) F' D2 F' U D (B2 U),11
U B2 L (R) F' D2 F' U D (B2 U'),11
U B2 L (R) F' D2 F' U D' (B2 U'),11
U B2 L (R) F' D2 F' U D' (B2 U),11
U B2 L (R) F' D2 F' U' D (B2 U),11
U B2 L (R) F' D2 F' U' D (B2 U'),11
U B2 L (R) F' D2 F' U' D' (B2 U),11
U B2 L (R) F' D2 F' U' D' (B2 U'),11
U B2 L (R) B' L2 B U D (B2 U),11
U B2 L (R) B' L2 B U D (B2 U'),11
U B2 L (R) B' L2 B U D' (B2 U'),11
U B2 L (R) B' L2 B U D' (B2 U),11
U B2 L (R) B' L2 B U' D (B2 U),11
U B2 L (R) B' L2 B U' D (B2 U'),11
U B2 L (R) B' L2 B U' D' (B2 U),11
U B2 L (R) B' L2 B U' D' (B2 U'),11
U B2 L (R) B' L2 B' U D (B2 U),11
U B2 L (R) B' L2 B' U D (B2 U'),11
U B2 L (R) B' L2 B' U D' (B2 U'),11
U B2 L (R) B' L2 B' U D' (B2 U),11
U B2 L (R) B' L2 B' U' D (B2 U),11
U B2 L (R) B' L2 B' U' D (B2 U'),11
U B2 L (R) B' L2 B' U' D' (B2 U),11
U B2 L (R) B' L2 B' U' D' (B2 U'),11
